Pharmacy,Populations,Percent
PEOPLES DRUG STORE,"[['37003040400', '37003040400']]",[0.15318667098026528]
WALGREENS - 11200,[['37063001711']],[0.1202990484821024]
CARROLL PHARMACY,"[['37101040800', '37101040905', '37101041204', '37101041205', '37101041206', '37101041301', '37101040800']]",[0.19417557091975696]
CVS - 317,[['37183053003']],[0.05050687907313541]
DOWNTOWN HEALTH PLAZA PHARMACY,"[['37067000302', '37067000200']]",[0.20605833956619296]
WALGREENS - 9156,"[['37183053901', '37183054206', '37183054212', '37183054212']]",[0.16169093851132685]
WALGREENS - 11712,"[['37021002205', '37021002205']]",[0.06956004756242569]
WALGREENS - 10154,"[['37035011501', '37035011503', '37035011602', '37035011506']]",[0.16701346389228885]
CVS - 3822,"[['37129012012', '37129011703']]",[0.09717821035159198]
WARSAW DRUG COMPANY,"[['37061090301', '37163970101', '37061090301']]",[0.1537199124726477]
RITE AID - 11512,"[['37165010400', '37165010300']]",[0.13190661478599222]
WAL-MART SUPERCENTER - 5292,"[['37183054118', '37183054119', '37183054118']]",[0.12928627275773483]
WALGREENS - 2222,"[['37049960600', '37049960700']]",[0.14437417969216085]
CHAMP DAVIS PHARMACY,"[['37129012300', '37129012300']]",[0.0907527938106349]
CVS - 2532,"[['37001021701', '37001021701']]",[0.11409991132131245]
NORWOOD PHARMACY,"[['37167931001', '37167931101', '37167931102', '37167931102']]",[0.16286270346779902]
NASH GENERAL HOSPITAL,"[['37127010503', '37127010802', '37127010503']]",[0.15042117930204574]
WAKEMED CARY HOSPITAL PHARMACY,[['37183053004']],[0.09203606311044328]
BAILEY PHARMACY,"[['37127011400', '37195001501', '37127011400']]",[0.16592645230058625]
RITE AID - 11560,[['37099950400']],[0.1702127659574468]
SAM'S CLUB - 4946,[['37127010506']],[0.09861197431116636]
ROCKY MOUNT MEDICAL PARK PHARMACY,[['37127010503']],[0.16832151300236406]
HARRISBURG'S HOMETOWN PHARMACY,"[['37025041505', '37025042604', '37025042604']]",[0.08267780610860956]
RITE AID - 11354,"[['37081015705', '37081015705']]",[0.0890302066772655]
CANE CREEK PHARMACY,"[['37021003202', '37089930100', '37021003202']]",[0.1553052265385571]
CVS - 7536,"[['37119005714', '37119005715', '37119005719', '37119005719']]",[0.1261938112823125]
RITE AID - 11494,"[['37119005528', '37119005528']]",[0.04488842760768033]
1ST RX PHARMACY,"[['37097060500', '37097060500']]",[0.16690160699182408]
CROSSROADS PHARMACY,"[['37035011801', '37035011802', '37109070600', '37035011802']]",[0.16926192619261926]
CVS - 3518,"[['37067002604', '37067002606', '37067002701']]",[0.10754862887395158]
BI-LO - 108,[['37119005927']],[0.060088633993743486]
BI-LO - 530,"[['37119005924', '37119005929', '37119005918']]",[0.08374625313513183]
SURRY DRUG COMPANY,"[['37171930803', '37171930804', '37171931001', '37171931002', '37171931003', '37171931002']]",[0.19756719639003334]
WINDSOR POINT,"[['37183053205', '37183053105']]",[0.08760162601626016]
MONTGOMERY DRUG INCORPORATED,"[['37123960101', '37123960101']]",[0.09275834011391375]
MAYBERRY PHARMACY,[['37171930400']],[0.2752785802723896]
HARRIS TEETER - 173,"[['37081016205', '37081016407', '37081016305']]",[0.07069608452454941]
CVS - 7535,"[['37027031403', '37027031403']]",[0.17273576097105509]
HAYWOOD PHARMACY,"[['37087920101', '37087920102', '37087920601', '37087921000', '37087921000']]",[0.15420305676855894]
CVS - 3574,"[['37067002002', '37067003701', '37067002002']]",[0.10697069400872293]
CVS - 7546,"[['37099950500', '37099950600', '37099950400']]",[0.09633713324612223]
SPEARS PHARMACY INCORPORATED,"[['37131920302', '37083930400']]",[0.19516694336838222]
CVS - 8911,"[['37183053208', '37183053209', '37183053204']]",[0.05390544454808778]
O'NEALS DRUG STORE - BELHAVEN,"[['37013930102', '37095920102', '37013930102']]",[0.21760343481654956]
MED EMPORIUM,"[['37119003805', '37119003805']]",[0.0574025974025974]
CVS - 1632,"[['37119005861', '37119005861']]",[0.11544991511035653]
RITE AID - 11351,"[['37081010500', '37081010500']]",[0.09987410826689047]
CVS - 1742,[['37179020307']],[0.07176203814859278]
RITE AID - 11385,"[['37183054304', '37183054305']]",[0.12856979011354513]
KINDRED PHARMACY SERVICES,"[['37119005720', '37119005720']]",[0.08681961313540261]
FUTRELL PHARMACY,"[['37083930701', '37083930702', '37185950102', '37185950102']]",[0.2006238712855032]
CVS - 3816,[['37129011906']],[0.10448807854137447]
FOOD LION - 2580,"[['37107011002', '37107011100', '37107011100']]",[0.16401054084577738]
TODD'S PHARMACY INCORPORATED,"[['37139960200', '37139960100']]",[0.14833801885232348]
CVS - 3534,[['37111970400']],[0.19332234130255566]
SAM'S CLUB - 8219,"[['37119005709', '37119005709']]",[0.0868657339736897]
CVS - 6405,"[['37045950900', '37045950900']]",[0.22292051756007394]
RITE AID - 11425,"[['37195000501', '37195000601', '37195000602', '37195000501']]",[0.12663508449409602]
CRAWLEY MEMORIAL HOSPITAL,"[['37045951501', '37045951502', '37045951501']]",[0.11795533338708376]
CVS - 5592,[['37115010602']],[0.14726389182336785]
PROSPECT HILL COMMUNITY HEALTH CENTER,"[['37033930600', '37135010803', '37135010804', '37135010804']]",[0.11800692264348386]
PARKER DRUG COMPANY,"[['37061090103', '37191000700']]",[0.18540794979079497]
NEIL'S COMPOUNDING PHARMACY,"[['37119006224', '37119006212']]",[0.11322823851953392]
GRIFFIN DRUG CENTER,[['37045950500']],[0.1823040380047506]
RITE AID - 11435,"[['37025041901', '37025041901']]",[0.1631156129933636]
RITE AID - 11563,"[['37089931100', '37089931100']]",[0.12294673967147834]
WAL-MART SUPERCENTER - 4224,"[['37035010101', '37035010102', '37035010201', '37035010203', '37035010203']]",[0.13677078015500999]
CVS - 5532,"[['37081015800', '37081015800']]",[0.11572298669072863]
PARKER'S OF PEACHTREE,"[['37039930501', '37043950202', '37039930501']]",[0.18762060264212557]
CARMEL FAMILY PHARMACY,[['37119005829']],[0.09301130524152107]
KOONCE DRUG COMPANY,"[['37047930500', '37047930700', '37047930700']]",[0.1849956634865568]
CVS - 7544,[['37151030201']],[0.20253968253968255]
RITE AID - 11398,[['37183054006']],[0.07080968031072603]
TRENT EAST HEALTH MART PHARMACY,"[['37049960101', '37049961002', '37049961003', '37049961004', '37049960900']]",[0.13517255018293287]
WALGREENS - 10431,"[['37031970804', '37031970805', '37031970806', '37031970806']]",[0.12187002460558692]
WAL-MART SUPERCENTER - 1255,"[['37165010101', '37165010102', '37165010501', '37165010502', '37165010102']]",[0.17063453503060927]
WALGREENS - 12350,"[['37179020314', '37179020315', '37179020314']]",[0.08695381163124104]
TODD'S NORTHSIDE PROFESSIONAL PHARMACY INCORPORATED,"[['37139960501', '37139960100']]",[0.19416027280477408]
THE PRESCRIPTION SHOPPE,"[['37125950402', '37125950403', '37125950404', '37125950403']]",[0.1701686610760388]
WAL-MART SUPERCENTER - 1097,[['37125951102']],[0.11048265460030166]
CVS - 7492,[['37119005709']],[0.0868657339736897]
WALGREENS - 9757,[['37183053003']],[0.05050687907313541]
HARRIS PHARMACY INCORPORATED,[['37069060302']],[0.188412852969815]
CONTINUING CARE RX OF NORTH CAROLINA,"[['37183052303', '37183052304', '37183052305', '37183051000']]",[0.13052369520761092]
SALEMBURG PHARMACY,"[['37163970302', '37163970401', '37163970402', '37163970501', '37163970502', '37163970501']]",[0.15423771952150675]
WAL-MART SUPERCENTER - 3658,"[['37081011905', '37081012704', '37081012705', '37081012706', '37081012803', '37081012705']]",[0.12015807694820041]
WALGREENS - 9661,[['37159050300']],[0.27749874434957306]
CVS - 1246,"[['37077970601', '37077970606', '37077970606']]",[0.16020025031289112]
WALGREENS - 7168,"[['37183053421', '37183053421']]",[0.10414312617702448]
CVS - 3918,"[['37183054214', '37183054215', '37183054303', '37183054215']]",[0.09180282470229853]
DRUGCO DISCOUNT PHARMACY,"[['37131920402', '37185950101', '37185950101']]",[0.20943424391700255]
CVS - 5556,"[['37183053425', '37183053425']]",[0.05928085519922255]
CVS - 4116,"[['37021000200', '37021000300', '37021000200']]",[0.12281711763577048]
WAL-MART SUPERCENTER - 1355,"[['37031970603', '37031970606', '37031971003', '37031990100', '37031970606']]",[0.15181425079902236]
CVS - 5585,[['37133002600']],[0.1409204423831609]
VIEWMONT PHARMACY,"[['37035010402', '37035010501', '37035010501']]",[0.11767951446362418]
TARHEEL PHARMACY,"[['37139960300', '37143920102', '37139960300']]",[0.22666506082138985]
SERVANT PHARMACY,"[['37183052401', '37183052407', '37183052410', '37183052411', '37183053521', '37183052401']]",[0.058885269634455305]
WAL-MART SUPERCENTER - 3304,"[['37157040101', '37157040102', '37157041200']]",[0.20794370891584113]
BROWN GARDINER DRUG COMPANY,"[['37081010404', '37081010404']]",[0.06725734997986307]
INGLES MARKETS - 180,"[['37021002704', '37021002804', '37021002702']]",[0.14054054054054055]
RITE AID - 11342,"[['37037020600', '37105030102', '37105030601', '37105030102']]",[0.1276505287771696]
CAMP GEIGER BRANCH MEDICAL CLINIC PHARMACY-DOD,"[['37133000306', '37133001000', '37133001000']]",[0.2187459930760354]
INGLES MARKETS - 121,"[['37027030801', '37027031401', '37027030801']]",[0.18686473807662235]
YOUR PHARMACY OF LEXINGTON / PILL TIME,"[['37057061204', '37057061300', '37057061300']]",[0.2463519313304721]
CVS - 7320,"[['37157040700', '37157040800', '37157040800']]",[0.17279313120472228]
RITE AID - 11456,[['37179020602']],[0.11983181499649614]
SHELTON PHARMACY COMPOUNDING SPECIALISTS,"[['37089930900', '37089930900']]",[0.17454422687373397]
WAL-MART SUPERCENTER - 1842,"[['37081016503', '37081016503']]",[0.043514092632272953]
CVS - 7322,"[['37023021100', '37023021100']]",[0.22939582336999842]
HARRIS TEETER - 104,"[['37183053619', '37183053620', '37183053620']]",[0.04028355258673574]
HARRIS TEETER - 43,"[['37183054217', '37183054219']]",[0.04183056701525473]
RITE AID - 11381,"[['37069060601', '37183054216', '37183054221', '37183054215']]",[0.0944779534109817]
TAYLOR DRUG COMPANY,"[['37131920101', '37131920102', '37131920103']]",[0.14741830880518833]
WAL-MART SUPERCENTER - 1197,"[['37127010505', '37127010505']]",[0.13677339135840846]
CVS - 3594,[['37129010700']],[0.24070125562662875]
SAM'S DRUG STORE,"[['37155960900', '37155960900']]",[0.1818637274549098]
CVS - 5587,"[['37051003501', '37051003602', '37085071203', '37085071204', '37085071303', '37051003501']]",[0.13206948800169138]
WALGREENS - 10255,"[['37179021021', '37179021020']]",[0.03531425015556938]
EAST CAROLINA UNIVERSITY STUDENT HEALTH SERVICES PHARMACY,"[['37147000101', '37147000101']]",[0.13585375986705442]
RITE AID - 11505,"[['37051003203', '37051003205', '37051003208', '37051003209', '37051003302', '37051003302']]",[0.16167166769097285]
CVS - 2710,"[['37063002034', '37063002023']]",[0.07381128878534364]
CALABASH FAMILY PHARMACY,"[['37019020517', '37019020516']]",[0.20457110609480814]
CVS - 4622,"[['37129012004', '37129012006', '37129012009', '37129012010', '37129012006']]",[0.11581769436997319]
CVS - 3319,"[['37119005828', '37119005829']]",[0.08493054334446984]
EDGEWAY PHARMACY,"[['37071031001', '37071032201', '37071032301', '37071032201']]",[0.16777595297778547]
STOKES REYNOLDS MEMORIAL HOSPITAL,"[['37169070102', '37169070200', '37169070200']]",[0.22872456792824328]
WALGREENS - 10275,[['37119005406']],[0.0948586118251928]
WAL-MART SUPERCENTER - 5743,"[['37101041105', '37101041108', '37101041109', '37101041111', '37101041109']]",[0.14360425767550605]
HARRIS TEETER - 298,"[['37037020703', '37183053410', '37183053411', '37183053617']]",[0.055122281409105627]
INGLES MARKETS - 55,"[['37021002603', '37087920201', '37087920202', '37087920201']]",[0.20192475940507437]
RITE AID - 11502,[['37051003800']],[0.22082810539523212]
MASSEY HILL DRUG COMPANY,"[['37051000500', '37051000500']]",[0.247001332741004]
RITE AID - 11508,"[['37125950702', '37125950703', '37125950704', '37125951200', '37125950702']]",[0.15899974931060415]
WAL-MART - 1795,"[['37175960100', '37175960301']]",[0.1532015189210423]
CVS - 2772,[['37119005817']],[0.08228857989514475]
GREENSBORO TREATMENT CENTER,"[['37081012504', '37081012504']]",[0.10398773006134969]
HARRIS TEETER - 120,"[['37037020704', '37063002019', '37063002033', '37135012103', '37135012103']]",[0.08260410848383293]
MEDICAL ARTS PHARMACY OF LUMBERTON,"[['37155960802', '37155961100', '37155961200', '37155961302', '37155961500', '37155961601', '37155961200']]",[0.13751772135584484]
HOUSER DRUG COMPANY INCORPORATED,"[['37071030700', '37071030700']]",[0.1423076923076923]
CROSSNORE DRUG,"[['37011930400', '37011930400']]",[0.1901743264659271]
CVS - 7329,"[['37105030402', '37105030300']]",[0.2198922662562524]
RITE AID - 11389,"[['37183051101', '37183051400', '37183051502', '37183052404', '37183052408', '37183052409', '37183051502']]",[0.0571319018404908]
RITE AID - 11313,"[['37067002801', '37169070506']]",[0.14019175952319254]
TOWN CENTER PHARMACY,"[['37125950900', '37125951001', '37125950900']]",[0.19293550976719293]
US BIOSERVICES,"[['37119003903', '37119003903']]",[0.19139004149377592]
TARHEEL DRUG,"[['37125950100', '37125950201', '37125950202', '37125950201']]",[0.16718355571583124]
INGLES - 28,"[['37115010400', '37115010500']]",[0.17260751646648587]
HIGH POINT REGIONAL RETAIL PHARMACY,[['37081013700']],[0.0891483152029716]
WALGREENS - 12283,[['37081010200']],[0.08554867079752149]
HARRIS TEETER - 90,"[['37183053711', '37183053720', '37183053721', '37183053721']]",[0.058255376017494837]
ASHEVILLE DISCOUNT PHARMACY,"[['37021000100', '37021000600', '37021000100']]",[0.17769272826681246]
WAL-MART SUPERCENTER - 948,[['37035011000']],[0.17078189300411523]
BI-LO - 93,"[['37071031202', '37071031202']]",[0.10596833130328867]
CVS - 5757,[['37081013602']],[0.1298434693353862]
WAL-MART - 1060,[['37023021400']],[0.22391505078485688]
WAL-MART SUPERCENTER - 1337,"[['37171930802', '37171930902', '37171930901']]",[0.1929740134744947]
RITE AID - 11447,"[['37119006306', '37119006307', '37119006309', '37119006309']]",[0.12454058594980573]
WAL-MART SUPERCENTER - 2908,"[['37123960102', '37123960502', '37123960102']]",[0.19380472371422264]
RITE AID - 11442,"[['37071031901', '37071031902', '37071032000', '37071032801', '37071032900', '37071032801']]",[0.24921630094043887]
RITE AID - 11401,"[['37183054022', '37183054023', '37183054022']]",[0.09956195244055069]
HARRIS TEETER - 345,[['37001020601']],[0.09090909090909091]
CVS - 5313,"[['37183053718', '37183053719', '37183053724', '37183053718']]",[0.054185673776353104]
PORTERS NECK PHARMACY,"[['37129011612', '37129011612']]",[0.05668430937339935]
WALGREENS - 11251,"[['37179021009', '37179021012', '37179021009']]",[0.040030955396088364]
RAMSEUR PHARMACY,"[['37151030805', '37151030900', '37151031001', '37151031002', '37151031102', '37151031102']]",[0.19235308000944065]
CVS - 2314,[['37119006208']],[0.04729011689691817]
RITE AID - 11360,"[['37183052306', '37183052307', '37183053007', '37183053011', '37183053003']]",[0.067424204334054]
CVS - 5545,"[['37055970602', '37055990100', '37055970602']]",[0.11089206505667816]
CVS - 7512,[['37019020514']],[0.16631652661064425]
CVS - 7571,[['37089931100']],[0.12294673967147834]
RITE AID - 11565,"[['37021002206', '37021002206']]",[0.1546300398759415]
RIEGELWOOD MUTUAL DRUG,"[['37019020602', '37047930100', '37141920502', '37047930100']]",[0.21049547496581808]
RITE AID - 11317,"[['37067003105', '37067003105']]",[0.1626740947075209]
RITE AID - 11348,"[['37081011400', '37081012804', '37081012604']]",[0.139158118146445]
HARRIS TEETER - 3091,"[['37129012109', '37129012110']]",[0.10900254570701226]
WAL-MART - 1950,"[['37091950402', '37091950402']]",[0.22474549725920126]
FOOD LION - 2650,"[['37159051600', '37159051802', '37159051700']]",[0.16275236918005767]
EDGEWOOD PHARMACY,"[['37001020601', '37001020601']]",[0.09090909090909091]
HARRIS TEETER - 27,"[['37119005843', '37119005861']]",[0.0737448559670782]
CVS - 3898,"[['37135012101', '37135012102', '37135012101']]",[0.10077869314975736]
CVS - 7588,"[['37021000400', '37021000400']]",[0.11178320832325188]
KING HEALTHCARE PHARMACY,"[['37169070504', '37169070506']]",[0.1925133689839572]
MIDTOWN PHARMACY,"[['37081015202', '37081015301', '37081017200']]",[0.09094591857403281]
WALGREENS - 4843,"[['37071032302', '37071032302']]",[0.2255278310940499]
RURAL HEALTH GROUP PHARMACY,"[['37185950201', '37185950202', '37185950201']]",[0.21166258624527043]
CVS - 5886,"[['37183053203', '37183053203']]",[0.05790280210157618]
CVS - 4022,"[['37119000104', '37119000600', '37119000104']]",[0.04208494208494209]
COLE'S PHARMACY,[['37145920400']],[0.24196221411998675]
HARRIS TEETER - 367,"[['37183054213', '37183054220', '37183054220']]",[0.10538429348584182]
WALGREENS - 6813,[['37081012619']],[0.15323025952512423]
RITE AID - 11338,"[['37067003103', '37067003107', '37067003108', '37067003202']]",[0.14221667328755463]
MESH PHARMACY,"[['37081010601', '37081011602', '37081010601']]",[0.08178575820932235]
MAIN STREET PHARMACY,"[['37063000302', '37063002200', '37063002200']]",[0.06499402628434886]
WALGREENS - 9091,"[['37081016502', '37081016506']]",[0.08552400981423064]
CVS - 6402,"[['37119006403', '37119006404', '37119006403']]",[0.06963384516267583]
WALGREENS - 11353,[['37037020402']],[0.09970978441127695]
RITE AID - 11445,[['37071032506']],[0.06757912745936698]
WALGREENS - 10566,[['37059080600']],[0.1554591467823572]
MEDIPACK PHARMACY,"[['37067003804', '37067003804']]",[0.09874572405929305]
SENTRY DRUG CENTER,"[['37109070201', '37109070201']]",[0.13980263157894737]
WALGREENS - 7505,[['37183053204']],[0.07057777777777778]
QUALITY CARE PHARMACY,"[['37123960501', '37125950303', '37125950306', '37125950303']]",[0.11730276795512742]
PIEDMONT HEALTH MART PHARMACY,"[['37119005520', '37119005520']]",[0.04173419773095624]
WALGREENS - 12046,[['37147000606']],[0.1268321866586898]
MEDICINE MART LONG TERM CARE PHARMACY,[['37047931201']],[0.21900953552753]
BLOOM - 2772,"[['37119003301', '37119003302', '37119003401', '37119003402', '37119003402']]",[0.02804691483936767]
RITE AID - 11545,[['37189920601']],[0.1330686917500863]
CVS - 7381,[['37031970304']],[0.22461273666092943]
SEASHORE DRUGS,[['37019020516']],[0.2417834980464261]
SAM'S CLUB - 6573,"[['37133000103', '37133001302', '37133001303', '37133001303']]",[0.16769341547323785]
RITE AID - 11567,"[['37021001802', '37021001900']]",[0.1187764399609502]
BURNSVILLE PHARMACY,"[['37199960400', '37199960200']]",[0.14868571428571428]
WAL-MART SUPERCENTER - 2836,"[['37183053105', '37183053105']]",[0.12105263157894737]
CVS - 4444,"[['37063000101', '37063000102', '37063000102']]",[0.15099314466514327]
WALGREENS - 9191,"[['37067003904', '37067003909']]",[0.09539605950944914]
PARSON'S DRUGS,[['37007920502']],[0.21016221374045801]
BARBEE PHARMACY,"[['37093970300', '37093970300']]",[0.32295454545454544]
LANE DRUG,"[['37081011102', '37081011202', '37081011300', '37081011300']]",[0.1857318573185732]
MCPHAIL'S PHARMACY,"[['37085071101', '37085071102', '37085070700']]",[0.16002420025712774]
H AND H DRUG COMPANY,"[['37049960302', '37107010100', '37147001402', '37147001404', '37147001500', '37147001500']]",[0.23940149625935161]
HOWELL DRUG COMPANY INCORPORATED,"[['37093970201', '37093980100', '37093970300']]",[0.2599578256794752]
FAIR BLUFF DISCOUNT DRUG,"[['37047930600', '37047930600']]",[0.10109819121447028]
CVS - 3563,[['37035010403']],[0.17333333333333334]
CVS - 3853,"[['37001020702', '37001020701']]",[0.11993136458051115]
RITE AID - 11337,[['37067003201']],[0.1087945413191812]
RITE AID - 11501,[['37051001200']],[0.1671542812560952]
WALGREENS - 7365,"[['37183053427', '37183053428', '37183053433', '37183053434', '37183053434']]",[0.06907627916031277]
WALGREENS - 9634,"[['37183053727', '37183053728', '37183980200', '37183053726']]",[0.09519408502772643]
CASWELL DEVELOPMENTAL CENTER,"[['37107010800', '37107010800']]",[0.32229384307623915]
RITE AID - 11463,"[['37159050300', '37159050300']]",[0.27749874434957306]
WALGREENS - 7978,[['37193960600']],[0.21980495123780946]
DRUGS AMERICA,[['37155960900']],[0.1818637274549098]
CVS - 7350,"[['37129011504', '37129011610', '37129011610']]",[0.13849546264099738]
DALLAS EXPRESS PHARMACY INCORPORATED,"[['37071030901', '37071030901']]",[0.183861459100958]
O'BERRY NEURO-MEDICAL TREATMENT CENTER,"[['37191001102', '37191001102']]",[0.15134803921568626]
ALLEN DRUGS,"[['37103920100', '37103920200', '37103920100']]",[0.22807392372609764]
RITE AID - 11516,[['37153970700']],[0.21311970979443773]
WENDELL DRUG,"[['37101040205', '37183054402', '37183054403', '37183054404', '37183054404']]",[0.15765833208564156]
WALGREENS - 12437,"[['37057061803', '37057061805', '37057061501']]",[0.16220670932712816]
MASHBURN MEDICAL CENTER,[['37115010500']],[0.17075185899201323]
TROUTMAN 1ST RX PHARMACY,"[['37097061201', '37097061202', '37097061205', '37097061301', '37097061302', '37097061202']]",[0.12634598904579158]
FORSYTH HEALTHCARE PHARMACY,[['37067002100']],[0.07256554307116105]
BI-LO - 279,[['37119005710']],[0.07776014509181592]
CUSTOM CARE PHARMACY INCORPORATED,"[['37081011904', '37081015706', '37081012703']]",[0.10422503001543651]
WARRENSVILLE DRUG STORE,"[['37009970200', '37009970300', '37009970400', '37009970400']]",[0.18229898908750083]
WAKEMED RALEIGH CAMPUS OUTPATIENT PHARMACY,"[['37183052001', '37183052001']]",[0.13125322331098505]
WAYNE PHARMACY,[['37191001900']],[0.1329394387001477]
GRAHAM DRUG COMPANY,[['37061090705']],[0.15675675675675677]
PHARMACARE SERVICES,"[['37001020100', '37001020100']]",[0.19744318181818182]
RITE AID - 11486,"[['37119003809', '37119003810', '37119003809']]",[0.11459981677354876]
RITE AID - 11550,"[['37027030500', '37027030100']]",[0.21865457573794764]
BURKE PHARMACY,[['37023020500']],[0.21377072819033885]
RITE AID - 11480,"[['37119005604', '37119005622', '37119005623', '37119005623']]",[0.056125338199207196]
WALGREENS - 6935,[['37183052001']],[0.13125322331098505]
WAL-MART - 1666,"[['37119001701', '37119001701']]",[0.05074142724745134]
RITE AID - 11474,"[['37119003022', '37119002909']]",[0.05572104433152269]
CVS - 6988,"[['37183053803', '37183053804', '37183053902', '37183053803']]",[0.05829544800598492]
WHITLEY DRUGS INCORPORATED,"[['37089931600', '37089932000', '37089931200']]",[0.17998779743746188]
BIG VALUE DISCOUNT DRUG CENTER,"[['37133000203', '37133000204', '37133000206', '37133000207', '37133000303', '37133000203']]",[0.12980635597146298]
WAL-MART SUPERCENTER - 5063,"[['37119005866', '37119005866']]",[0.04112239961296565]
RITE AID - 11329,"[['37001020701', '37001020701']]",[0.1394222142472636]
CVS - 4391,"[['37063002031', '37063002032', '37063002031']]",[0.06402318535107364]
VILLAGE PRESCRIPTION CENTER,"[['37047930200', '37047931302', '37047930300']]",[0.13604741046122135]
RITE AID - 11392,"[['37183052602', '37183054004']]",[0.13125354509359047]
MONCURE COMMUNITY HEALTH CENTER,"[['37037020702', '37105030703', '37105030704', '37105030703']]",[0.21973174903231615]
UNITED STATES COAST GUARD AIR STATION ELIZABETH CITY,"[['37053110302', '37139960701', '37139960702', '37139960701']]",[0.1177886026175245]
MURDOCH DEVELOPMENTAL CENTER,"[['37077970701', '37077970702', '37077970702']]",[0.21288188363494842]
WALGREENS - 9434,"[['37101040904', '37101040700']]",[0.16510267917856658]
BEULAVILLE PHARMACY,"[['37061090503', '37061090505', '37061090503']]",[0.21248947178438216]
WALGREENS - 9084,"[['37119005712', '37119005709']]",[0.08149910767400356]
CAROLINA INFUSION CARE,"[['37119005930', '37119005932', '37119005932']]",[0.1007043123687137]
TABLE ROCK PHARMACY,[['37023020600']],[0.1459993072393488]
CENTER STREET PHARMACY,"[['37057061400', '37057061904', '37057061400']]",[0.16754109828611402]
RITE AID - 11450,[['37045950500']],[0.1823040380047506]
BRYAN DRUGS,"[['37065021000', '37065021000']]",[0.1471861471861472]
WAL-MART - 1614,"[['37063001801', '37063001801']]",[0.13433002342965525]
HARRIS TEETER - 129,"[['37179020317', '37179020317']]",[0.07021757558632383]
CVS - 5597,"[['37049960402', '37049960403', '37049960402']]",[0.12097591394496843]
RITE AID - 11340,"[['37057061600', '37057061203']]",[0.20133296306581505]
RITE AID - 11452,"[['37179020319', '37179020319']]",[0.10936051899907322]
HEMOPHILIA FIRST LIMITED LIABILITY COMPANY,"[['37081016010', '37081016102']]",[0.09755702960685973]
INGLES MARKETS - 13,"[['37199960101', '37199960300', '37199960200']]",[0.1973896092889228]
RITE AID - 11318,"[['37197050402', '37197050503', '37197050503']]",[0.13903290657073325]
RITE AID - 11493,"[['37119005307', '37119005404', '37119005535']]",[0.08070287031883597]
A1 PHARMACY AND SURGICAL SUPPLY,"[['37057061202', '37057061203', '37057061203']]",[0.2016402210732751]
WAL-MART SUPERCENTER - 1379,[['37147000501']],[0.08591572388916216]
WAL-MART SUPERCENTER - 4477,"[['37057060101', '37057060103', '37067003313', '37081014409', '37081016303', '37081014409']]",[0.13085279739272135]
CVS - 5593,"[['37081012612', '37081012612']]",[0.16122250970245797]
RITE AID - 11460,"[['37119005824', '37119005868', '37119005826']]",[0.06706966033390904]
SAM'S CLUB - 6570,"[['37183052704', '37183054008', '37183054015', '37183052704']]",[0.07891372393422387]
CVS - 4126,[['37013930400']],[0.26706349206349206]
CVS - 7564,"[['37179020601', '37179020701', '37179020702', '37179020602']]",[0.11753461458979128]
WALGREENS - 9898,"[['37047930800', '37047930900']]",[0.13338310314794077]
INGLES MARKET - 11,[['37089931100']],[0.12294673967147834]
AULANDER PHARMACY INCORPORATED,"[['37015960200', '37015960300', '37091950300', '37091950300']]",[0.1830326817118273]
CASHIERS VALLEY PHARMACY,"[['37099950700', '37099950900', '37099950900']]",[0.056358967428030815]
CLINIC PHARMACY,[['37051001606']],[0.15306122448979592]
CVS - 2714,"[['37183052701', '37183052701']]",[0.08299566857621908]
CVS - 7500,[['37085070500']],[0.1646897025958398]
SNEADS FERRY FAMILY PHARMACY,"[['37133000403', '37133000404', '37133000405', '37133990100', '37133000405']]",[0.11725630691147933]
CVS - 3214,"[['37101041107', '37101041112']]",[0.08825396825396825]
CHAPEL HILL COMPOUNDING,"[['37135011902', '37135011902']]",[0.06328059950041633]
THE UNIVERSITY OF NORTH CAROLINA HEMOPHILIA TREATMENT CENTER PHARMACY,"[['37135011601', '37135011601']]",[0.036626916524701875]
EASTGATE PHARMACY,"[['37099950200', '37099950300', '37099950400']]",[0.1781783378529271]
WALGREENS - 9730,[['37151030201']],[0.20253968253968255]
HARRIS TEETER - 340,"[['37119006407', '37119006407']]",[0.06359649122807018]
CVS - 3831,"[['37069060100', '37069060200', '37069060301', '37069060302']]",[0.1829515251234021]
BAYBORO PHARMACY,"[['37137950103', '37137950202', '37137950203', '37137950204', '37137950103']]",[0.20960236886632827]
BI-LO - 26,"[['37025040501', '37025040502', '37025041503', '37025042201', '37025042101']]",[0.09049740163325909]
RITE AID - 11326,"[['37057060301', '37057060302', '37067003703']]",[0.1313108444645687]
JONES DRUG STORE INCORPORATED,[['37077970400']],[0.15896671634376552]
RITE AID - 11458,[['37097061403']],[0.11811577220529647]
WAL-MART SUPERCENTER - 1156,"[['37097061403', '37097061403']]",[0.11811577220529647]
CVS - 7354,"[['37169070503', '37169070505', '37169070506', '37169070506']]",[0.18986438258386867]
MAST LONG TERM CARE PHARMACY,"[['37181960100', '37181960200', '37181960500']]",[0.20973532604157968]
CVS - 4298,"[['37129012106', '37129012108', '37129990100', '37129012108']]",[0.15092487731219328]
HIGHLANDS PHARMACY,"[['37113970502', '37113970501']]",[0.10271480548558634]
MADISON PHARMACY AND HOME CARE INCORPORATED,"[['37157041001', '37157041002', '37157040800']]",[0.09979692486219902]
