NAME,ADDRESS,CITY,STATE,ZIP,ZIPP4,COUNTY,Geo Point,X,Y
DILWORTH DRUG,1235 EAST BOULEVARD,CHARLOTTE,NC,28203,5876,MECKLENBURG,"35.20274114428837, -80.84507133047745",-80.845071,35.202741
RITE AID - 11379,251 NORTH MAIN STREET,HOLLY SPRINGS,NC,27540,9194,WAKE,"35.6543721052884, -78.83474684848821",-78.834747,35.654372
RITE AID - 11428,2014 SOUTH CROATAN HIGHWAY,KILL DEVIL HILLS,NC,27948,8723,DARE,"35.99309225800128, -75.6497535360968",-75.649754,35.993092
WALGREENS - 6547,3300 RAMSEY STREET,FAYETTEVILLE,NC,28301,7624,CUMBERLAND,"35.10434798297302, -78.87780177902883",-78.877802,35.104348
HARRIS TEETER - 220,2720 WEST MALLARD CREEK CHURCH ROAD,CHARLOTTE,NC,28262,2383,MECKLENBURG,"35.341506998249365, -80.76489870001492",-80.764899,35.341507
FISHER RX DIRECT PHARMACY,1157-1 EAST MARION STREET,SHELBY,NC,28150,4843,CLEVELAND,"35.29650830001799, -81.5125567290098",-81.512557,35.296508
FOOD LION - 1358,1121 FALLS RIVER AVENUE,RALEIGH,NC,27614,6731,WAKE,"35.90573327726887, -78.58928786684156",-78.589288,35.905733
HILLCREST CONVALESCENT CENTER,1417 WEST PETTIGREW STREET,DURHAM,NC,27705,4820,DURHAM,"36.00431979822006, -78.91963582683194",-78.919636,36.00432
WAKE FOREST UNIVERSITY BAPTIST MEDICAL CENTER PHARMACY,MEDICAL CENTER BOULEVARD,WINSTON SALEM,NC,27157,1,FORSYTH,"36.09002731161108, -80.26804544953784",-80.268045,36.090027
JOHNSON DRUG AND HOME MEDICAL,3060 RICHLANDS HIGHWAY,JACKSONVILLE,NC,28540,2972,ONSLOW,"34.75619216583578, -77.47432326710509",-77.474323,34.756192
BORDEAUX DRUG COMPANY,1758 OWEN DRIVE,FAYETTEVILLE,NC,28304,3419,CUMBERLAND,"35.02898761578581, -78.93148798847987",-78.931488,35.028988
BROOKCARE PHARMACY SERVICES,6000 MEADOWBROOK MALL COURT,CLEMMONS,NC,27012,8112,FORSYTH,"36.03339294642732, -80.38191115527556",-80.381911,36.033393
HARRIS TEETER - 341,265 EASTCHESTER DRIVE,HIGH POINT,NC,27262,7718,GUILFORD,"35.9845902445441, -80.01914689291476",-80.019147,35.98459
WAL-MART SUPERCENTER - 4458,7016 GB ALFORD HIGHWAY,HOLLY SPRINGS,NC,27540,,WAKE,"35.636688954431676, -78.83470871093822",-78.834709,35.636689
RITE AID - 11394,5631 CREEDMOOR ROAD,RALEIGH,NC,27612,6316,WAKE,"35.858695101897396, -78.6823895773171",-78.68239,35.858695
CANNON PHARMACY,1706 SOUTH CANNON BOULEVARD,KANNAPOLIS,NC,28083,6104,CABARRUS,"35.47029831131799, -80.6114418241808",-80.611442,35.470298
WALGREENS - 9527,904 NORTH MAIN STREET,HIGH POINT,NC,27262,3924,GUILFORD,"35.966309815245765, -80.01239399338803",-80.012394,35.96631
BRYSON CITY HEALTH MART PHARMACY,200 UNITED STATES HIGHWAY 19 SOUTH,BRYSON CITY,NC,28713,,SWAIN,"35.42541881012993, -83.45161610819684",-83.451616,35.425419
HUDSON DISCOUNT DRUG,510 CENTRAL STREET,HUDSON,NC,28638,2401,CALDWELL,"35.848827063218366, -81.49663120776403",-81.496631,35.848827
SEA LEVEL PHARMACY,440 UNITED STATES HIGHWAY 70 EAST,SEA LEVEL,NC,28577,,CARTERET,"34.88328453365425, -76.39353280169739",-76.393533,34.883285
WAL-MART SUPERCENTER - 2058,1725 NEW HOPE CHURCH ROAD,RALEIGH,NC,27609,6285,WAKE,"35.837292386534365, -78.60751043555813",-78.60751,35.837292
KMART,1931 SKIBO ROAD,FAYETTEVILLE,NC,28314,1541,CUMBERLAND,"35.065020196424875, -78.9644099166843",-78.96441,35.06502
PENDER MEMORIAL HOSPITAL,507 EAST FREMONT STREET,BURGAW,NC,28425,5131,PENDER,"34.55075573658796, -77.91987966201678",-77.91988,34.550756
WAYNESVILLE PHARMACY INCORPORATED,477 HAZELWOOD AVENUE,WAYNESVILLE,NC,28786,1946,HAYWOOD,"35.47792216467615, -83.00356149196926",-83.003562,35.477922
TARGET,9870 REA ROAD,CHARLOTTE,NC,28277,6655,MECKLENBURG,"35.03748933606396, -80.80853616910888",-80.808536,35.037489
RITE AID - 11503,2605 RAEFORD ROAD,FAYETTEVILLE,NC,28303,5433,CUMBERLAND,"35.04545909116408, -78.919553595522",-78.919554,35.045459
FORT BRAGG - WOMACK ARMY MEDICAL CENTER - CLARK HEALTH CLINIC-DOD,4527 BASTOGNE DRIVE,FORT BRAGG,NC,28310,1,CUMBERLAND,"35.129065870993124, -78.99329334391267",-78.993293,35.129066
ROCK DRUG STORE INCORPORATED,240 MAIN STREET WEST,VALDESE,NC,28690,2835,BURKE,"35.74435413773323, -81.56462891978877",-81.564629,35.744354
COCHRANE-RIDENHOUR DRUG COMPANY,116 SOUTH MAIN STREET,MOUNT GILEAD,NC,27306,9254,MONTGOMERY,"35.213297569926894, -80.00178059299996",-80.001781,35.213298
HUNTER DRUG COMPANY INCORPORATED,126 SOUTH MAIN STREET,WARRENTON,NC,27589,1952,WARREN,"36.397547599342204, -78.15525386207604",-78.155254,36.397548
RITE AID - 11382,304 NORTH MADISON BOULEVARD,ROXBORO,NC,27573,5355,PERSON,"36.39732569432531, -78.9826087127219",-78.982609,36.397326
CVS - 4253,1433 LEWISVILLE CLEMMONS ROAD,CLEMMONS,NC,27012,9713,FORSYTH,"36.07382551233751, -80.38928982646426",-80.38929,36.073825
ID CONSULTANTS PHARMACY,4539 HEDGEMORE DRIVE,CHARLOTTE,NC,28209,3276,MECKLENBURG,"35.16832453924603, -80.8471968052883",-80.847197,35.168324
PROFESSIONAL PHARMACY,139 1/2 EAST COLLEGE AVENUE,SHELBY,NC,28152,9543,CLEVELAND,"35.250787523525375, -81.66329481400446",-81.663295,35.250788
CVS - 5341,1142 NORTH BROOME STREET,WAXHAW,NC,28173,9378,UNION,"34.93389803036978, -80.7479421447142",-80.747942,34.933898
WAL-MART SUPERCENTER - 5320,121 WEST ELMSLEY DRIVE,GREENSBORO,NC,27406,8276,GUILFORD,"36.00216606940851, -79.79967750990912",-79.799678,36.002166
KMART,2850 SOUTH MAIN STREET,HIGH POINT,NC,27263,1900,GUILFORD,"35.92197165286944, -79.98150724716166",-79.981507,35.921972
GLOBAL RX,4024 CARRINGTON LANE,EFLAND,NC,27243,9624,ORANGE,"36.04364117080336, -79.17492949040364",-79.17493,36.043641
TAS DRUG,500 WEST CHURCH STREET,CHERRYVILLE,NC,28021,2812,GASTON,"35.38071074940153, -81.3859770718843",-81.385977,35.380711
RITE AID - 11345,1404 NATIONAL HIGHWAY,THOMASVILLE,NC,27360,2320,DAVIDSON,"35.92003531447818, -80.05822004991533",-80.05822,35.920035
LINCOLN COMMUNITY HEALTH CENTER,1301 FAYETTEVILLE STREET,DURHAM,NC,27707,2325,DURHAM,"35.98057097017408, -78.89771332490999",-78.897713,35.980571
EAST CAROLINA UNIVERSTIY BRODY SCHOOL OF MEDICINE - BRODY OUTPATIENT PHARMACY,600 MOYE BOULEVARD,GREENVILLE,NC,27834,4300,PITT,"35.60971602537425, -77.40284774902436",-77.402848,35.609716
NORTHWOODS DRUG COMPANY INCORPORATED,344 HENDERSON DRIVE,JACKSONVILLE,NC,28540,5606,ONSLOW,"34.765107326042255, -77.42134401831177",-77.421344,34.765107
HARRIS TEETER - 274,118 ARGUS LANE,MOORESVILLE,NC,28117,,IREDELL,"35.6030705075978, -80.89500750279397",-80.895008,35.603071
CVS - 5583,2939 THE PLAZA,CHARLOTTE,NC,28205,2464,MECKLENBURG,"35.23803350464248, -80.80037858070692",-80.800379,35.238034
INGLES MARKETS - 147,2111 SHELBY ROAD,KINGS MOUNTAIN,NC,28086,8971,CLEVELAND,"35.243378428271846, -81.40552414772122",-81.405524,35.243378
TARGET,8120 UNIVERSITY CITY BOULEVARD,CHARLOTTE,NC,28213,8126,MECKLENBURG,"35.2925622367578, -80.74572877466316",-80.745729,35.292562
WAL-MART SUPERCENTER - 1385,3000 EAST FRANKLIN BOULEVARD,GASTONIA,NC,28056,9451,GASTON,"35.26236176138614, -81.12418981300941",-81.12419,35.262362
WALGREENS - 6690,3634 REYNOLDA ROAD,WINSTON SALEM,NC,27106,2230,FORSYTH,"36.15529703093318, -80.31555036136005",-80.31555,36.155297
WAL-MART SUPERCENTER - 2472,4550 KESTER MILL ROAD,WINSTON SALEM,NC,27103,1247,FORSYTH,"36.067566750704934, -80.33724210533886",-80.337242,36.067567
WAL-MART SUPERCENTER - 1132,1226 EAST DIXIE DRIVE,ASHEBORO,NC,27203,8856,RANDOLPH,"35.69214970434533, -79.78954359925766",-79.789544,35.69215
WALGREENS - 11692,500 FINCHER STREET,MONROE,NC,28112,5113,UNION,"34.9783255754649, -80.52365933920713",-80.523659,34.978326
WALGREENS - 9931,8290 MARKET STREET,WILMINGTON,NC,28411,9388,NEW HANOVER,"34.299631327323866, -77.78915491176973",-77.789155,34.299631
RITE AID - 11417,3012 EAST 10TH STREET,GREENVILLE,NC,27858,4118,PITT,"35.60060130560571, -77.33646534709804",-77.336465,35.600601
BEACH PHARMACY,41934 NC HIGHWAY 12,AVON,NC,27915,,DARE,"35.33286536144726, -75.5077888682616",-75.507789,35.332865
VILLAGE PHARMACY,379 SUNSET DRIVE,BLOWING ROCK,NC,28605,7207,WATAUGA,"36.13305469232016, -81.67328712729908",-81.673287,36.133055
RITE AID - 11448,135 DALE EARNHARDT BOULEVARD,KANNAPOLIS,NC,28081,301,CABARRUS,"35.50049551045939, -80.630341506855",-80.630342,35.500495
CVS - 5591,178 TURNERSBURG HIGHWAY,STATESVILLE,NC,28625,2890,IREDELL,"35.812254848882155, -80.87526768785351",-80.875268,35.812255
RITE AID - 11459,617 HIGHLAND STREET,MOUNT HOLLY,NC,28120,2185,GASTON,"35.28865549095808, -81.01849444356372",-81.018494,35.288655
BRAME HUIE PHARMACY,1920 WEST PARK DRIVE,NORTH WILKESBORO,NC,28659,3563,WILKES,"36.155790400806325, -81.16138391123846",-81.161384,36.15579
RITE AID - 11439,520 EAST TRADE STREET,DALLAS,NC,28034,1755,GASTON,"35.316774614956486, -81.1686989329094",-81.168699,35.316775
SENIOR CARE PHARMACY,4455 MORRIS PARK DRIVE,CHARLOTTE,NC,28227,9264,MECKLENBURG,"35.15294464837676, -80.68192051571917",-80.681921,35.152945
CAROLINAS MEDICAL CENTER - BIDDLE POINT PHARMACY,1801 ROZZELLES FERRY ROAD,CHARLOTTE,NC,28208,4228,MECKLENBURG,"35.241871731994806, -80.85937441539691",-80.859374,35.241872
SALISBURY PHARMACY / MEDEXPRESS PHARMACY,1431 WEST INNES STREET,SALISBURY,NC,28144,2501,ROWAN,"35.68137245197702, -80.48221404943882",-80.482214,35.681373
KERR DRUG,308 NORTH JACKSON STREET,BEULAVILLE,NC,28518,8825,DUPLIN,"34.92539784253635, -77.77244625998689",-77.772446,34.925398
COOR'S PHARMACY AND MEDICAL SUPPLY,1103 WAYNE MEMORIAL DRIVE,GOLDSBORO,NC,27534,2957,WAYNE,"35.39055017435105, -77.97878108318041",-77.978781,35.39055
CVS - 7013,121 MONTICELLO ROAD,WEAVERVILLE,NC,28787,8931,BUNCOMBE,"35.709549098412126, -82.57851853400312",-82.578519,35.709549
HARRIS TEETER - 272,7715 REGENCY LAKE DRIVE,HUNTERSVILLE,NC,28078,8938,MECKLENBURG,"35.443658347254875, -80.89540193555086",-80.895402,35.443658
CVS - 7597,803 MAIN STREET,LILLINGTON,NC,27546,8189,HARNETT,"35.398194661754175, -78.81562467174119",-78.815625,35.398195
CVS - 5568,1316 NORTH BROAD STREET,EDENTON,NC,27932,1464,CHOWAN,"36.073985502628815, -76.59482877292952",-76.594829,36.073985
CVS - 5463,9805 ROCKY RIVER ROAD,CHARLOTTE,NC,28215,8922,CABARRUS,"35.284120630762445, -80.67103834034712",-80.671038,35.284121
RITE AID - 11336,5005 MACKAY ROAD,JAMESTOWN,NC,27282,9398,GUILFORD,"36.014831024831885, -79.89740402447612",-79.897404,36.014831
KERR DRUG,6030 UNITED STATES HIGHWAY 301 SOUTH,FOUR OAKS,NC,27524,,JOHNSTON,"35.44754375753836, -78.42211297983015",-78.422113,35.447544
HAYESVILLE PHARMACY,808 NC HIGHWAY 69,HAYESVILLE,NC,28904,,CLAY,"35.029070772498116, -83.82540119980551",-83.825401,35.029071
CANNON PHARMACY,4501-125 CAMERON VALLEY PARKWAY,CHARLOTTE,NC,28211,3546,MECKLENBURG,"35.14820840659268, -80.82418943229644",-80.824189,35.148208
CVS - 7056,2115 BEATTIES FORD ROAD,CHARLOTTE,NC,28216,4307,MECKLENBURG,"35.26370531704673, -80.85616477548398",-80.856165,35.263705
GOLDSBORO DRUG COMPANY,101 NORTH CENTER STREET,GOLDSBORO,NC,27530,3620,WAYNE,"35.383312042916415, -77.99740714622281",-77.997407,35.383312
KROGER,940 UNITED STATES HIGHWAY 64 WEST,APEX,NC,27523,,WAKE,"35.74602498996129, -78.82186926005826",-78.821869,35.746025
MEDICAL CENTER PHARMACY,515 COX ROAD,GASTONIA,NC,28054,628,GASTON,"35.26644879157845, -81.13452194323308",-81.134522,35.266449
WALGREENS - 11713,12530 CLEVELAND ROAD,GARNER,NC,27529,7934,JOHNSTON,"35.60396991867678, -78.57109416726199",-78.571094,35.60397
FAMILY MEDICAL SUPPLY,2011 WEST CUMBERLAND STREET,DUNN,NC,28334,4447,HARNETT,"35.31872649543139, -78.63252249092021",-78.632522,35.318726
SHELBY DRUGSTORE,701 EAST GROVER STREET,SHELBY,NC,28150,4035,CLEVELAND,"35.30503781923992, -81.52721230320518",-81.527212,35.305038
STANELY APOTHECARY,3330 MONROE ROAD,CHARLOTTE,NC,28205,7734,MECKLENBURG,"35.20205412070105, -80.8000054358022",-80.800005,35.202054
LEXINGTON DRUG COMPANY,405 EAST CENTER STREET,LEXINGTON,NC,27292,4109,DAVIDSON,"35.819039726502155, -80.248511861733",-80.248512,35.81904
KERR DRUG,690 CHURCH STREET NORTH,CONCORD,NC,28025,4321,CABARRUS,"35.42852725652766, -80.5980565540667",-80.598057,35.428527
WALGREENS - 7699,1495 CONCORD PARKWAY NORTH,CONCORD,NC,28025,2932,CABARRUS,"35.439157556975644, -80.60703725596458",-80.607037,35.439158
INGLES MARKETS - 3,915 MERRIMON AVENUE,ASHEVILLE,NC,28804,2304,BUNCOMBE,"35.6303189853329, -82.55190157639662",-82.551902,35.630319
RITE AID - 11368,1945 HIGH HOUSE ROAD,CARY,NC,27519,8452,WAKE,"35.78913745373043, -78.84930848040202",-78.849309,35.789138
SAMS PHARMACY,110 SOUTH SYCAMORE STREET,ROSE HILL,NC,28458,,DUPLIN,"34.82576264463032, -78.02255056915344",-78.022551,34.825763
CVS - 7043,634 SOUTH MAIN STREET,KENANSVILLE,NC,28349,8973,DUPLIN,"34.95823068479824, -77.97062131841908",-77.970621,34.958231
SUPERTARGET,6150 BAYFIELD PARKWAY,CONCORD,NC,28027,7486,CABARRUS,"35.416998611596625, -80.67923163183433",-80.679232,35.416999
WALGREENS - 10891,231 EAST DIXON BOULEVARD,SHELBY,NC,28152,6765,CLEVELAND,"35.27812194407242, -81.53763476583173",-81.537635,35.278122
MEDICAL CENTER PHARMACY,14980 UNITED STATES HIGHWAY 17 NORTH,HAMPSTEAD,NC,28443,,PENDER,"34.37003085513979, -77.70731882330506",-77.707319,34.370031
CVS - 3440,1602 PROVIDENCE ROAD SOUTH,WAXHAW,NC,28173,8314,UNION,"34.988164401465944, -80.77435607137555",-80.774356,34.988164
WALGREENS - 5761,4701 SOUTH BOULEVARD,CHARLOTTE,NC,28217,2117,MECKLENBURG,"35.175775224546946, -80.87527408832851",-80.875274,35.175775
RITE AID - 11349,4808 WEST MARKET STREET,GREENSBORO,NC,27407,1404,GUILFORD,"36.069866988070984, -79.8710524936776",-79.871053,36.069867
TARGET,8651 BRIER CREEK PARKWAY,RALEIGH,NC,27617,7325,WAKE,"35.90256385503783, -78.78534213323286",-78.785342,35.902564
FARM FRESH - 6273,683 HUGHES BOULEVARD,ELIZABETH CITY,NC,27909,4530,PASQUOTANK,"36.29113797933426, -76.2531093793943",-76.253109,36.291138
WALGREENS - 9090,317 SOUTH MAIN STREET,GRAHAM,NC,27253,3319,ALAMANCE,"36.06412259907863, -79.40112661080444",-79.401127,36.064123
KERR DRUG,407 WEST MAIN STREET,JAMESTOWN,NC,27282,9558,GUILFORD,"35.992271736351526, -79.94360144884772",-79.943601,35.992272
CVS - 7529,7201 UNITED STATES HIGHWAY 64 EAST,KNIGHTDALE,NC,27545,,WAKE,"35.79913511079672, -78.4865519396203",-78.486552,35.799135
FAYETTEVILLE TREATMENT CENTER,418 PERSON STREET,FAYETTEVILLE,NC,28301,5738,CUMBERLAND,"35.0494280763446, -78.87172721653779",-78.871727,35.049428
CABARRUS HEALTH ALLIANCE,1307 SOUTH CANNON BOULEVARD,KANNAPOLIS,NC,28083,6232,CABARRUS,"35.476779832323345, -80.60886739791208",-80.608867,35.47678
COOPERS PHARMACY INCORPORATED,3353 UNITED STATES HIGHWAY 1,VASS,NC,28394,,MOORE,"35.25828396813062, -79.28012385203411",-79.280124,35.258284
CVS - 7349,931 CONCORD PARKWAY,CONCORD,NC,28027,,CABARRUS,"35.42727138026998, -80.6146031138426",-80.614603,35.427271
CAROLINA DRUG,10102 SOUTH MAIN STREET,ARCHDALE,NC,27263,3183,RANDOLPH,"35.90043817698027, -79.94975459050191",-79.949755,35.900438
RITE AID - 11471,544 PROVIDENCE ROAD,CHARLOTTE,NC,28207,1602,MECKLENBURG,"35.20257481737388, -80.82572406961008",-80.825724,35.202575
AVERY PHARMACY,4136 HOSPITAL DRIVE,LINVILLE,NC,28646,,AVERY,"36.0601470974106, -81.88844347058965",-81.888443,36.060147
CORAM SPECIALTY INFUSION SERVICES,9401 SOUTHERN PINE BOULEVARD,CHARLOTTE,NC,28273,5596,MECKLENBURG,"35.13448341038104, -80.91328933143744",-80.913289,35.134483
CVS - 7550,1309 NC HIGHWAY 210,SNEADS FERRY,NC,28460,9144,ONSLOW,"34.52563641189089, -77.43448395337172",-77.434484,34.525636
CVS - 4197,3450 HENDERSONVILLE ROAD,FLETCHER,NC,28732,8234,HENDERSON,"35.43479321363588, -82.50130436640333",-82.501304,35.434793
RITE AID - 11367,1218 RALEIGH ROAD,CHAPEL HILL,NC,27517,4417,ORANGE,"35.907428674693556, -79.02516455639912",-79.025165,35.907429
RITE AID - 11388,510 WOODBURN ROAD,RALEIGH,NC,27605,1326,WAKE,"35.791359843082255, -78.65820926894257",-78.658209,35.79136
CVS - 5508,371 SOUTH POPLAR STREET,ELIZABETHTOWN,NC,28337,,BLADEN,"34.62471019362049, -78.60679152740701",-78.606791,34.62471
WALGREENS - 11892,1114 BRAWLEY SCHOOL ROAD,MOORESVILLE,NC,28117,5937,IREDELL,"35.56957145206086, -80.9031800963843",-80.90318,35.569572
WAL-MART - 1498,3738 NORTH BATTLEGROUND AVENUE,GREENSBORO,NC,27410,2344,GUILFORD,"36.1354429274491, -79.85547590578838",-79.855476,36.135443
KM HEALTH MART PHARMACY,1106 SHELBY ROAD,KINGS MOUNTAIN,NC,28086,2742,CLEVELAND,"35.239952919591516, -81.36630803808546",-81.366308,35.239953
RITE AID - 11476,334 SOUTH SHARON AMITY ROAD,CHARLOTTE,NC,28211,2806,MECKLENBURG,"35.17546379471831, -80.80243442011235",-80.802434,35.175464
WALGREENS - 11629,2427 SPRINGS ROAD NORTHEAST,HICKORY,NC,28601,3069,CATAWBA,"35.75301174469626, -81.28632315638853",-81.286323,35.753012
FAMILYMED PHARMACY,625 EAST MAIN STREET,MAIDEN,NC,28650,1419,CATAWBA,"35.573049380424536, -81.20308688824927",-81.203087,35.573049
WAL-MART SUPERCENTER - 1236,1002 NORTH SPENCE AVENUE,GOLDSBORO,NC,27534,4270,WAYNE,"35.38629424428392, -77.9454155544842",-77.945416,35.386294
RITE AID - 11514,1019 NORTH BREAZEALE AVENUE,MOUNT OLIVE,NC,28365,1105,WAYNE,"35.21078112834635, -78.06558444566558",-78.065584,35.210781
MEDICAP PHARMACY,401 WEST A STREET,NEWTON,NC,28658,3954,CATAWBA,"35.663799141617055, -81.22761320268717",-81.227613,35.663799
MARKET STREET PHARMACY,1612 MARKET STREET,WILMINGTON,NC,28401,4953,NEW HANOVER,"34.23643661735599, -77.92799750757885",-77.927998,34.236437
SEASHORE DURGS,7917 EAST OAK ISLAND DRIVE,OAK ISLAND,NC,28465,8062,BRUNSWICK,"33.90857921196106, -78.08524576328135",-78.085246,33.908579
ANDERSON DRUG STORE,206 SOUTH POPLAR STREET,ELIZABETHTOWN,NC,28337,9008,BLADEN,"34.62715690716549, -78.60695405288719",-78.606954,34.627157
PHYSICIANS PHARMACY ALLIANCE,118 MACKENAN DRIVE,CARY,NC,27511,3600,WAKE,"35.732858139991144, -78.80796424475407",-78.807964,35.732858
MARS HILL MEDICAL CENTER,119 MOUNTAIN VIEW ROAD,MARS HILL,NC,28754,9500,MADISON,"35.82758165726764, -82.54669381736572",-82.546694,35.827582
INGLES MARKETS - 177,220 HIGHLAND LAKE ROAD,FLAT ROCK,NC,28731,8568,HENDERSON,"35.28948817054259, -82.43038502684747",-82.430385,35.289488
BYNUM'S DRUG STORE,240 MIDDLE STREET,NEW BERN,NC,28560,2142,CRAVEN,"35.10615915102395, -77.03969293268266",-77.039693,35.106159
CVS - 3527,440 EAST DIXIE DRIVE,ASHEBORO,NC,27203,6860,RANDOLPH,"35.68812803328209, -79.81066590420811",-79.810666,35.688128
CRAMERTON DRUG COMPANY,149 8TH AVENUE,CRAMERTON,NC,28032,1401,GASTON,"35.237132312006565, -81.07199477393964",-81.071995,35.237132
CVS - 7573,7210 EAST MARSHVILLE BOULEVARD,MARSHVILLE,NC,28103,1191,UNION,"34.985706156813634, -80.3534465324315",-80.353447,34.985706
HARRIS TEETER - 287,2120 EAST FIRE TOWER ROAD,GREENVILLE,NC,27858,8013,PITT,"35.56699618402666, -77.34861828520567",-77.348618,35.566996
KMART,1830 HENDERSONVILLE ROAD,ASHEVILLE,NC,28803,3207,BUNCOMBE,"35.504962495222955, -82.52239157800892",-82.522392,35.504962
CVS - 7884,324 LONG SHOALS ROAD,ARDEN,NC,28704,8794,BUNCOMBE,"35.482161000429805, -82.55237097484056",-82.552371,35.482161
CVS - 3828,1127 NORTH BRIDGE STREET,ELKIN,NC,28621,2407,SURRY,"36.26361691798637, -80.85096046805111",-80.85096,36.263617
TYRO FAMILY PHARMACY,4320 SOUTH NC HIGHWAY 150,LEXINGTON,NC,27295,5161,DAVIDSON,"35.80896136787282, -80.37342021337211",-80.37342,35.808961
NORTHSIDE FAMILY PHARMACY,1041 NOELL LANE,ROCKY MOUNT,NC,27804,2055,NASH,"35.97336657141009, -77.81856580396867",-77.818566,35.973367
BEAUFORT DRUG COMPANY,1404 LIVE OAK STREET,BEAUFORT,NC,28516,1517,CARTERET,"34.72415584501622, -76.64704511064329",-76.647045,34.724156
INGLES MARKET - 33,125 GREENWOOD ROAD,SPRUCE PINE,NC,28777,2938,MITCHELL,"35.91455865995418, -82.0746984820493",-82.074698,35.914559
RITE AID - 11533,1710 LIVE OAK STREET,BEAUFORT,NC,28516,1565,CARTERET,"34.728994063625116, -76.63875136668214",-76.638751,34.728994
NATURE'S PHARMACY AND COMPOUNDING CENTER,752 BILTMORE AVENUE,ASHEVILLE,NC,28803,2558,BUNCOMBE,"35.57143677728543, -82.54471885489122",-82.544719,35.571437
RITE AID - 11561,590 RUSS AVENUE,WAYNESVILLE,NC,28786,2936,HAYWOOD,"35.50215251042997, -82.98772383089002",-82.987724,35.502153
MEDSOURCE PHARMACY,505 WEST VERNON AVENUE,KINSTON,NC,28501,3739,LENOIR,"35.269543370430185, -77.58775103088531",-77.587751,35.269543
KERR DRUG,1106 ENVIRON WAY,CHAPEL HILL,NC,27517,,ORANGE,"35.907057768201405, -79.0218843952486",-79.021884,35.907058
WALGREENS - 7398,1411 OXFORD ROAD,HENDERSON,NC,27536,4967,VANCE,"36.31821672891884, -78.41480880398308",-78.414809,36.318217
CVS - 7213,3310 SISKEY PARKWAY,MATTHEWS,NC,28105,3222,MECKLENBURG,"35.08225798232001, -80.72720879834733",-80.727209,35.082258
RITE AID - 11478,7930 IDLEWILD ROAD,CHARLOTTE,NC,28212,5844,MECKLENBURG,"35.18529214181886, -80.73076735722773",-80.730767,35.185292
BOONE DRUG,245 NEW MARKET CENTRE,BOONE,NC,28607,3993,WATAUGA,"36.219920430883164, -81.66185460640497",-81.661855,36.21992
PERSON STREET PHARMACY,702 NORTH PERSON STREET,RALEIGH,NC,27604,1216,WAKE,"35.78910742087077, -78.63409582246422",-78.634096,35.789107
KMART,WESTGATE PLAZA,FRANKLIN,NC,28734,,MACON,"35.16560058629799, -83.3980575727987",-83.398058,35.165601
CHINA GROVE DRUG COMPANY,112 SOUTH MAIN STREET,CHINA GROVE,NC,28023,2448,ROWAN,"35.57016293257327, -80.5804332153206",-80.580433,35.570163
CVS - 7317,240 SPARTA ROAD,NORTH WILKESBORO,NC,28659,3122,WILKES,"36.19846196474787, -81.15220544302676",-81.152205,36.198462
WAL-MART SUPERCENTER - 1317,125 BLEACHERY BOULEVARD,ASHEVILLE,NC,28805,8209,BUNCOMBE,"35.577080042010316, -82.51628983890491",-82.51629,35.57708
KEEVER PHARMACY,102 DOCTORS PARK,LINCOLNTON,NC,28092,4406,LINCOLN,"35.46750179477196, -81.23676154900622",-81.236762,35.467502
CVS - 2754,10170 GREEN LEVEL CHURCH ROAD,CARY,NC,27519,,WAKE,"35.822212105704054, -78.90043513747162",-78.900435,35.822212
INGLES MARKETS - 24,863 BREVARD ROAD,ASHEVILLE,NC,28806,2205,BUNCOMBE,"35.53057694077318, -82.60738081097563",-82.607381,35.530577
CVS - 2561,4100 CARMEL ROAD,CHARLOTTE,NC,28226,6150,MECKLENBURG,"35.11725418063587, -80.82470363046814",-80.824704,35.117254
LONGLEAF NEURO MEDICAL TREATMENT CENTER,4761 WARD BOULEVARD,WILSON,NC,27893,4359,WILSON,"35.72530473952207, -77.89280762407257",-77.892808,35.725305
PIKE'S PHARMACY,2133 SHAMROCK DRIVE,CHARLOTTE,NC,28205,2132,MECKLENBURG,"35.23507281415901, -80.78760125679251",-80.787601,35.235073
PINK HILL PHARMACY INCORPORATED,100 SOUTH CENTRAL AVENUE,PINK HILL,NC,28572,8083,LENOIR,"35.054571117463055, -77.7451906839029",-77.745191,35.054571
